MUNICIPIO,IDHM,IDHMR
BarracãoRS,0.71,0.711
Rio BonitoRJ,0.71,0.705
CaicóRN,0.71,0.703
Marechal FlorianoES,0.71,0.715
Terra RicaPR,0.71,0.698
Alfredo ChavesES,0.71,0.703
Cachoeira AltaGO,0.71,0.75
Buriti AlegreGO,0.71,0.7
Pimenta BuenoRO,0.71,0.726
IbiúnaSP,0.71,0.7
Santa Cruz de Monte CasteloPR,0.71,0.681
Santa VitóriaMG,0.71,0.718
Quarto CentenárioPR,0.71,0.724
Prado FerreiraPR,0.71,0.707
Pouso AltoMG,0.71,0.736
PitangueirasPR,0.71,0.67
Novo ItacolomiPR,0.71,0.681
Nova OlímpiaPR,0.71,0.699
Monte Santo de MinasMG,0.71,0.689
LupionópolisPR,0.71,0.703
Limeira do OesteMG,0.71,0.693
Lima DuarteMG,0.71,0.705
Leandro FerreiraMG,0.71,0.707
Estrela DalvaMG,0.71,0.719
IbaitiPR,0.71,0.738
Monteiro LobatoSP,0.71,0.692
ItanhangáMT,0.71,0.699
Glória D'OesteMT,0.71,0.684
Carmo do CajuruMG,0.71,0.695
CapitólioMG,0.71,0.709
Três CoroasRS,0.71,0.74
Paulo BentoRS,0.71,0.73
TimburiSP,0.71,0.688
Pinheirinho do ValeRS,0.71,0.713
TaiaçuSP,0.71,0.701
AmpérePR,0.709,0.699
Serra do NavioAP,0.709,0.659
CláudioMG,0.709,0.701
TaguaíSP,0.709,0.69
MagéRJ,0.709,0.685
GoiásGO,0.709,0.713
PirapetingaMG,0.709,0.68
Rio NegroMS,0.709,0.702
SandovalinaSP,0.709,0.665
Ouro Verde do OestePR,0.709,0.688
JuquitibaSP,0.709,0.68
TupanciretãRS,0.709,0.721
Cruzeiro do IguaçuPR,0.709,0.703
Visconde do Rio BrancoMG,0.709,0.709
SilvâniaGO,0.709,0.721
Dom SilvérioMG,0.709,0.661
Nova EraMG,0.709,0.675
CampanhaMG,0.709,0.715
São Pedro do SulRS,0.709,0.698
ParanapoemaPR,0.709,0.68
GáliaSP,0.709,0.684
São Gabriel da PalhaES,0.709,0.739
Rio ParanaíbaMG,0.709,0.725
SaquaremaRJ,0.709,0.714
JardinópolisSC,0.709,0.708
Nossa Senhora das GraçasPR,0.709,0.679
CantagaloRJ,0.709,0.705
IbiraremaSP,0.708,0.692
São João NepomucenoMG,0.708,0.696
Mirim DoceSC,0.708,0.683
Tenente PortelaRS,0.708,0.709
São SepéRS,0.708,0.708
ConchalSP,0.708,0.699
São José de RibamarMA,0.708,0.642
Alvorada do SulPR,0.708,0.695
RomariaMG,0.708,0.722
ItaiópolisSC,0.708,0.7
JateíMS,0.708,0.716
Piraí do SulPR,0.708,0.702
IbicaréSC,0.708,0.734
AraporãMG,0.708,0.676
AlvoradaTO,0.708,0.677
GalvãoSC,0.708,0.704
Paulo FrontinPR,0.708,0.688
CáceresMT,0.708,0.691
Flor do SertãoSC,0.708,0.736
Pedra do IndaiáMG,0.708,0.688
Dom PedritoRS,0.708,0.715
Atilio VivacquaES,0.708,0.663
Madre de DeusBA,0.708,0.67
CoromandelMG,0.708,0.73
Abadia de GoiásGO,0.708,0.687
PiraíRJ,0.708,0.714
Campos BorgesRS,0.708,0.704
ApiúnaSC,0.708,0.735
JurandaPR,0.708,0.678
CrixásGO,0.708,0.706
MalletPR,0.708,0.681
JandaiaGO,0.707,0.69
Rio NovoMG,0.707,0.671
Sul BrasilSC,0.707,0.713
Santa BárbaraMG,0.707,0.676
VárzeaPB,0.707,0.619
MatutinaMG,0.707,0.744
SarapuíSP,0.707,0.699
São José do HortêncioRS,0.707,0.717
DerrubadasRS,0.707,0.664
Iracema do OestePR,0.707,0.672
ItaguajéPR,0.707,0.672
IguatamaMG,0.707,0.695
Estrela do NorteGO,0.707,0.703
ÁureaRS,0.707,0.715
ItirapuãSP,0.707,0.673
Montes Claros de GoiásGO,0.707,0.704
Rancho AlegrePR,0.707,0.691
Conselheiro MairinckPR,0.707,0.675
MinaçuGO,0.707,0.691
Arroio do TigreRS,0.707,0.708
LeópolisPR,0.707,0.657
JaguarãoRS,0.707,0.698
Rio BrancoMT,0.707,0.701
IratiSC,0.707,0.694
Costa RicaMS,0.706,0.717
ChuíRS,0.706,0.676
PlanaltoPR,0.706,0.704
ItatingaSP,0.706,0.685
Doutor Maurício CardosoRS,0.706,0.707
CromíniaGO,0.706,0.692
Santo Antônio do PinhalSP,0.706,0.685
XambrêPR,0.706,0.703
Laranjeiras do SulPR,0.706,0.709
LapaPR,0.706,0.696
HidrolândiaGO,0.706,0.707
IvatéPR,0.706,0.684
Campestre da SerraRS,0.706,0.713
IbiraciMG,0.706,0.696
IporãPR,0.706,0.696
DouradoquaraMG,0.706,0.704
PrincesaSC,0.706,0.701
JoviâniaGO,0.706,0.714
CaratingaMG,0.706,0.697
Novo HorizonteSC,0.706,0.7
Campo FloridoMG,0.706,0.735
Dionísio CerqueiraSC,0.706,0.703
CaetanópolisMG,0.706,0.674
Cachoeira de MinasMG,0.706,0.673
MossâmedesGO,0.706,0.696
CapanemaPR,0.706,0.719
BarracãoPR,0.706,0.716
Santa Bárbara de GoiásGO,0.706,0.667
Campos Novos PaulistaSP,0.706,0.67
Três BarrasSC,0.706,0.677
Cesário LangeSP,0.706,0.715
Novo BarreiroRS,0.706,0.734
Paim FilhoRS,0.706,0.725
CoxilhaRS,0.706,0.693
Santa JulianaMG,0.706,0.726
Santa Cruz de MinasMG,0.706,0.66
União do OesteSC,0.705,0.703
JesuítasPR,0.705,0.68
ItamonteMG,0.705,0.695
AvanhandavaSP,0.705,0.688
Vila LângaroRS,0.705,0.759
Santa Rosa do SulSC,0.705,0.702
ItajuSP,0.705,0.696
Ribeirão GrandeSP,0.705,0.643
InajáPR,0.705,0.676
Santa FéPR,0.705,0.721
Planaltina do ParanáPR,0.705,0.682
BorebiSP,0.705,0.674
RestingaSP,0.705,0.664
Carmo do ParanaíbaMG,0.705,0.713
BelmonteSC,0.705,0.699
Alto TaquariMT,0.705,0.736
Santa Rosa da SerraMG,0.705,0.695
Santa Tereza do OestePR,0.705,0.686
BofeteSP,0.705,0.7
GuiratingaMT,0.705,0.677
Siqueira CamposPR,0.704,0.708
IbiritéMG,0.704,0.673
Campina VerdeMG,0.704,0.714
São José da VarginhaMG,0.704,0.682
Salto GrandeSP,0.704,0.664
Euclides da Cunha PaulistaSP,0.704,0.663
ParobéRS,0.704,0.7
Nova XavantinaMT,0.704,0.713
AraçariguamaSP,0.704,0.717
QuaraíRS,0.704,0.673
Rancho Alegre D'OestePR,0.704,0.673
LadárioMS,0.704,0.687
BuritinópolisGO,0.704,0.727
CássiaMG,0.704,0.723
Mateus LemeMG,0.704,0.688
Salto do ItararéPR,0.704,0.661
Chapadão do LageadoSC,0.704,0.68
QuissamãRJ,0.704,0.698
PapanduvaSC,0.704,0.691
LontrasSC,0.704,0.735
Caçapava do SulRS,0.704,0.699
Mirassol D'OesteMT,0.704,0.723
IvolândiaGO,0.704,0.68
Nova MarilândiaMT,0.704,0.68
TabatingaSP,0.704,0.7
Palma SolaSC,0.704,0.7
Santa MônicaPR,0.704,0.698
Alto AraguaiaMT,0.704,0.712
Campina da LagoaPR,0.704,0.677
Boa EsperançaMG,0.704,0.694
ArenápolisMT,0.704,0.677
ArarunaPR,0.704,0.685
São Pedro do ParanáPR,0.704,0.678
São Miguel do IguaçuPR,0.704,0.726
CanasSP,0.704,0.646
TapejaraPR,0.703,0.694
CamapuãMS,0.703,0.715
AraquariSC,0.703,0.696
FernãoSP,0.703,0.668
CoximMS,0.703,0.719
Campo NovoRS,0.703,0.677
Pontes E LacerdaMT,0.703,0.711
Maria HelenaPR,0.703,0.68
IguatuPR,0.703,0.672
JeriquaraSP,0.703,0.68
PalmaMG,0.703,0.663
IbatéSP,0.703,0.681
Três PalmeirasRS,0.703,0.747
RiolândiaSP,0.703,0.677
CaseirosRS,0.703,0.696
Lagoa FormosaMG,0.703,0.717
Conceição dos OurosMG,0.703,0.668
Entre Rios do SulRS,0.703,0.709
Boa Vista do CadeadoRS,0.703,0.692
São Pedro do TurvoSP,0.703,0.661
Guarantã do NorteMT,0.703,0.692
UruanaGO,0.703,0.665
PerdigãoMG,0.703,0.711
ItararéSP,0.703,0.668
CastroPR,0.703,0.704
IporangaSP,0.703,0.637
GuaçuíES,0.703,0.691
GoianápolisGO,0.703,0.678
PorangabaSP,0.703,0.696
MacucoRJ,0.703,0.687
Francisco MoratoSP,0.703,0.659
PitangaPR,0.702,0.696
BotelhosMG,0.702,0.702
InhaúmaMG,0.702,0.657
EdealinaGO,0.702,0.722
GuapiramaPR,0.702,0.666
AriquemesRO,0.702,0.716
Baixo GuanduES,0.702,0.67
ItaguaçuES,0.702,0.672
NonoaiRS,0.702,0.703
Muitos CapõesRS,0.702,0.711
Paraíba do SulRJ,0.702,0.697
Campos AltosMG,0.702,0.69
LuiziâniaSP,0.702,0.682
PontalindaSP,0.702,0.677
ViadutosRS,0.702,0.715
Santo Antônio da AlegriaSP,0.702,0.69
AdelândiaGO,0.702,0.664
VitorinoPR,0.702,0.728
NortelândiaMT,0.702,0.653
Morro RedondoRS,0.702,0.719
Maria da FéMG,0.702,0.646
DionísioMG,0.702,0.651
Correia PintoSC,0.702,0.701
Santo Antônio de PosseSP,0.702,0.718
Mariana PimentelRS,0.701,0.701
Ribeirão do PinhalPR,0.701,0.684
Presidente OlegárioMG,0.701,0.679
PatosPB,0.701,0.667
IndiaraGO,0.701,0.694
AraguainhaMT,0.701,0.65
MarcelândiaMT,0.701,0.7
CentenárioRS,0.701,0.707
FlorestópolisPR,0.701,0.682
Primeiro de MaioPR,0.701,0.695
Alto GarçasMT,0.701,0.707
EusébioCE,0.701,0.7
Senador CanedoGO,0.701,0.676
Campo MagroPR,0.701,0.685
BraganeyPR,0.701,0.689
Bom Jesus de GoiásGO,0.701,0.699
LuziâniaGO,0.701,0.689
TravesseiroRS,0.701,0.735
BrasilândiaMS,0.701,0.721
Dona EusébiaMG,0.701,0.684
TaquaritubaSP,0.701,0.7
TabaíRS,0.701,0.694
São Sebastião da GramaSP,0.701,0.689
BrazabrantesGO,0.701,0.677
Colinas do TocantinsTO,0.701,0.69
Barra BonitaSC,0.701,0.692
Santa Terezinha de GoiásGO,0.701,0.647
IpameriGO,0.701,0.711
Morro GrandeSC,0.701,0.742
GuaranésiaMG,0.701,0.693
NanuqueMG,0.701,0.666
Santa Rosa de GoiásGO,0.701,0.643
Nova PonteMG,0.701,0.734
Ponta PorãMS,0.701,0.708
DianópolisTO,0.701,0.673
Teófilo OtoniMG,0.701,0.698
PratâniaSP,0.701,0.681
CastelândiaGO,0.701,0.724
SangãoSC,0.7,0.725
Joaquim TávoraPR,0.7,0.699
ParaísoSC,0.7,0.728
Salgado FilhoPR,0.7,0.682
Rolim de MouraRO,0.7,0.709
Americano do BrasilGO,0.7,0.669
CacequiRS,0.7,0.68
Boqueirão do LeãoRS,0.7,0.725
Conceição do ParáMG,0.7,0.687
Alto AlegreSP,0.7,0.683
FlorianoPI,0.7,0.676
Carmópolis de MinasMG,0.7,0.694
AurilândiaGO,0.7,0.661
São Tomás de AquinoMG,0.7,0.692
Santa MarianaPR,0.7,0.684
BocaiúvaMG,0.7,0.648
PérolaPR,0.7,0.704
AndrelândiaMG,0.7,0.675
NaviraíMS,0.7,0.715
Boa Esperança do IguaçuPR,0.7,0.673
PiraquaraPR,0.7,0.689
Vidal RamosSC,0.7,0.728
CorumbáMS,0.7,0.701
Santo Antônio de JesusBA,0.7,0.677
Porto AmazonasPR,0.7,0.708
UbiretamaRS,0.7,0.691
UbaranaSP,0.7,0.672
JuquiáSP,0.7,0.654
São Roque do CanaãES,0.7,0.686
Cachoeiras de MacacuRJ,0.7,0.695
NobresMT,0.699,0.675
Novo BrasilGO,0.699,0.691
JaraguáGO,0.699,0.692
TrindadeGO,0.699,0.682
Bom RetiroSC,0.699,0.704
SilvianópolisMG,0.699,0.706
VargemSP,0.699,0.69
OliveiraMG,0.699,0.691
BrochierRS,0.699,0.723
Cruz das AlmasBA,0.699,0.659
IrineópolisSC,0.699,0.72
BarbosaSP,0.699,0.676
DouradinaMS,0.699,0.706
SuzanápolisSP,0.699,0.665
Saudade do IguaçuPR,0.699,0.695
Madre de Deus de MinasMG,0.699,0.667
Mário CamposMG,0.699,0.68
CláudiaMT,0.699,0.719
AlvoradaRS,0.699,0.694
Almirante TamandaréPR,0.699,0.706
TomazinaPR,0.699,0.661
Vera Cruz do OestePR,0.699,0.702
CristalinaGO,0.699,0.716
CambuquiraMG,0.699,0.691
Novo AlegreTO,0.699,0.642
São GabrielRS,0.699,0.711
Capela do AltoSP,0.699,0.673
Rosário do SulRS,0.699,0.705
MarzagãoGO,0.699,0.692
AnchietaSC,0.699,0.703
Maximiliano de AlmeidaRS,0.699,0.699
CaiçaraRS,0.699,0.721
UrupemaSC,0.699,0.667
JoanópolisSP,0.699,0.707
Lavras do SulRS,0.699,0.683
Palmeiras de GoiásGO,0.698,0.698
Bela VistaMS,0.698,0.699
AraújosMG,0.698,0.694
Arroio dos RatosRS,0.698,0.7
Santana da VargemMG,0.698,0.681
CampestreMG,0.698,0.712
RibeiraSP,0.698,0.635
ClaravalMG,0.698,0.687
Cachoeira DouradaGO,0.698,0.703
GuaraciPR,0.698,0.693
Major GercinoSC,0.698,0.738
PicosPI,0.698,0.684
Santa CecíliaSC,0.698,0.697
CorumbaíbaGO,0.698,0.703
Passo do SobradoRS,0.698,0.726
CandiotaRS,0.698,0.704
MariópolisPR,0.698,0.717
Porto MauáRS,0.698,0.672
Terra Nova do NorteMT,0.698,0.692
Água DoceSC,0.698,0.724
IgarapéMG,0.698,0.686
Jerônimo MonteiroES,0.698,0.685
Fazenda VilanovaRS,0.698,0.726
Nova América da ColinaPR,0.698,0.655
GuapimirimRJ,0.698,0.692
AbaetéMG,0.698,0.72
CamaquãRS,0.697,0.715
Aparecida do TaboadoMS,0.697,0.717
MiracatuSP,0.697,0.645
AreiasSP,0.697,0.627
PinhalãoPR,0.697,0.679
Soledade de MinasMG,0.697,0.673
DamolândiaGO,0.697,0.688
João PinheiroMG,0.697,0.683
PotimSP,0.697,0.651
AloândiaGO,0.697,0.694
Cambará do SulRS,0.697,0.705
MaratáRS,0.697,0.729
IngaíMG,0.697,0.694
AngélicaMS,0.697,0.692
CaiuáSP,0.697,0.665
FátimaTO,0.697,0.653
CombinadoTO,0.697,0.649
CanelinhaSC,0.697,0.723
Dona FranciscaRS,0.697,0.718
Comendador GomesMG,0.697,0.703
PorciúnculaRJ,0.697,0.698
GuzolândiaSP,0.697,0.676
PetrolinaPE,0.697,0.695
São Luís do ParaitingaSP,0.697,0.691
ArantinaMG,0.697,0.633
São Miguel do Passa QuatroGO,0.697,0.681
CarandaíMG,0.697,0.663
TurvâniaGO,0.697,0.679
TapiraPR,0.697,0.689
ManhumirimMG,0.697,0.679
Bom Jesus do SulPR,0.697,0.64
GuapóGO,0.697,0.708
Rio das AntasSC,0.697,0.727
Santo Antônio do CaiuáPR,0.696,0.65
Balneário PinhalRS,0.696,0.71
Coronel MartinsSC,0.696,0.678
Bom Jardim da SerraSC,0.696,0.71
Abelardo LuzSC,0.696,0.684
Santa Izabel do OestePR,0.696,0.677
JapiraPR,0.696,0.675
JaniópolisPR,0.696,0.688
Barbosa FerrazPR,0.696,0.667
Balsa NovaPR,0.696,0.707
Alto ParanáPR,0.696,0.679
São JerônimoRS,0.696,0.734
PracinhaSP,0.696,0.658
Pedro de ToledoSP,0.696,0.654
BrasnorteMT,0.696,0.695
Cruzeiro da FortalezaMG,0.696,0.72
Estrela do SulMG,0.696,0.694
Fortuna de MinasMG,0.696,0.651
IpiaçuMG,0.696,0.68
Espírito Santo do TurvoSP,0.696,0.675
JanaúbaMG,0.696,0.654
Morada Nova de MinasMG,0.696,0.688
Serra do SalitreMG,0.696,0.722
Tocos do MojiMG,0.696,0.661
TurvolândiaMG,0.696,0.707
Vargem BonitaMG,0.696,0.667
MarataízesES,0.696,0.676
MarilândiaES,0.696,0.668
CarmoRJ,0.696,0.683
Ipiranga de GoiásGO,0.696,0.643
MoiporáGO,0.696,0.652
Tuneiras do OestePR,0.695,0.662
AraçaíMG,0.695,0.659
Capim BrancoMG,0.695,0.664
Morro Agudo de GoiásGO,0.695,0.644
AreiópolisSP,0.695,0.686
Iraí de MinasMG,0.695,0.705
PrataMG,0.695,0.736
AnahyPR,0.695,0.671
SarandiPR,0.695,0.681
CruzíliaMG,0.695,0.671
Elias FaustoSP,0.695,0.701
CarangolaMG,0.695,0.699
Ouro VerdeSC,0.695,0.696
São João do SulSC,0.695,0.682
Cristiano OtoniMG,0.695,0.651
AlegriaRS,0.695,0.717
TabaporãMT,0.695,0.679
Pinhal de São BentoPR,0.695,0.669
TapesRS,0.695,0.699
José BoiteuxSC,0.694,0.689
Campo Alegre de GoiásGO,0.694,0.702
CamaçariBA,0.694,0.681
Astolfo DutraMG,0.694,0.686
PiênPR,0.694,0.677
São João da UrtigaRS,0.694,0.702
HeitoraíGO,0.694,0.661
ParaopebaMG,0.694,0.674
Juazeiro do NorteCE,0.694,0.644
ArvorezinhaRS,0.694,0.713
DeodápolisMS,0.694,0.693
Santana de CataguasesMG,0.694,0.643
ClevelândiaPR,0.694,0.718
GoianiraGO,0.694,0.674
Abdon BatistaSC,0.694,0.66
Nova Alvorada do SulMS,0.694,0.746
ItambaracáPR,0.694,0.664
UrubiciSC,0.694,0.722
Tupanci do SulRS,0.694,0.688
MuquiES,0.694,0.673
CoqueiralMG,0.694,0.663
São José do SeridóRN,0.694,0.634
Governador LindenbergES,0.694,0.669
CajatiSP,0.694,0.658
Cabrália PaulistaSP,0.694,0.667
AgudoRS,0.694,0.752
PequeriMG,0.694,0.692
ItaboraíRJ,0.693,0.69
GuimarâniaMG,0.693,0.681
Aparecida do Rio DoceGO,0.693,0.7
Senador Salgado FilhoRS,0.693,0.701
AporéGO,0.693,0.692
ItarumãGO,0.693,0.769
ParatyRJ,0.693,0.726
São PatrícioGO,0.693,0.668
IndependênciaRS,0.693,0.711
AraçuGO,0.693,0.686
LagoinhaSP,0.693,0.686
SulinaPR,0.693,0.684
GuairaçáPR,0.693,0.698
RianápolisGO,0.693,0.674
NatérciaMG,0.693,0.677
IpanemaMG,0.693,0.67
Porto LucenaRS,0.693,0.7
ItiquiraMT,0.693,0.694
PirenópolisGO,0.693,0.678
Ponte SerradaSC,0.693,0.69
São João do IvaíPR,0.693,0.677
Barra do BugresMT,0.693,0.684
Rio PardoRS,0.693,0.702
CafearaPR,0.693,0.683
CaiapôniaGO,0.693,0.701
CanaranaMT,0.693,0.735
ItaguariGO,0.693,0.683
ItaberáSP,0.693,0.652
São José da Bela VistaSP,0.693,0.679
CristaisMG,0.692,0.736
CaarapóMS,0.692,0.676
RibeirãozinhoMT,0.692,0.694
InconfidentesMG,0.692,0.688
São Sebastião da Bela VistaMG,0.692,0.687
RecreioMG,0.692,0.668
MachadinhoRS,0.692,0.711
CerejeirasRO,0.692,0.688
Campos BelosGO,0.692,0.661
QuerênciaMT,0.692,0.701
SantanaAP,0.692,0.654
Bandeira do SulMG,0.692,0.681
Cafezal do SulPR,0.692,0.686
São Paulo das MissõesRS,0.692,0.688
Feliz NatalMT,0.692,0.737
Bom SucessoMG,0.692,0.68
InaciolândiaGO,0.692,0.683
AperibéRJ,0.692,0.67
CamaragibePE,0.692,0.656
Ouro VerdeSP,0.692,0.666
DoresópolisMG,0.692,0.652
RomelândiaSC,0.692,0.738
BrasópolisMG,0.692,0.697
Córrego DantaMG,0.692,0.683
BossorocaRS,0.692,0.665
Córrego do Bom JesusMG,0.692,0.665
Coqueiro BaixoRS,0.692,0.703
Santo Antônio da BarraGO,0.691,0.665
ItajáGO,0.691,0.692
CandeiasBA,0.691,0.652
Poço FundoMG,0.691,0.705
Marilândia do SulPR,0.691,0.664
TurvelândiaGO,0.691,0.671
IrecêBA,0.691,0.661
ItaguaraMG,0.691,0.697
Caxambu do SulSC,0.691,0.725
SantarémPA,0.691,0.632
EstivaMG,0.691,0.679
Nova Monte VerdeMT,0.691,0.69
Conceição da AparecidaMG,0.691,0.688
Dom Pedro de AlcântaraRS,0.691,0.697
ArambaréRS,0.691,0.694
CambuciRJ,0.691,0.672
IraíRS,0.691,0.684
EldoradoSP,0.691,0.633
Mara RosaGO,0.691,0.68
Currais NovosRN,0.691,0.673
São FidélisRJ,0.691,0.685
Porto Vera CruzRS,0.69,0.661
IlhéusBA,0.69,0.688
QuatisRJ,0.69,0.676
Major VieiraSC,0.69,0.653
Dom AquinoMT,0.69,0.687
Pilar do SulSP,0.69,0.674
ItaúbaMT,0.69,0.714
São Domingos do PrataMG,0.69,0.674
Santa Rita de CaldasMG,0.69,0.693
CurvelândiaMT,0.69,0.658
Coronel MacedoSP,0.69,0.653
Campo ErêSC,0.69,0.702
Prudente de MoraisMG,0.69,0.658
LunardelliPR,0.69,0.655
Guarda-MorMG,0.69,0.709
NazarenoMG,0.69,0.662
CamachoMG,0.69,0.639
PompéuMG,0.689,0.694
MuliternoRS,0.689,0.74
Nova HartzRS,0.689,0.694
AbadiâniaGO,0.689,0.671
FigueirópolisTO,0.689,0.664
Tiradentes do SulRS,0.689,0.705
Esperança NovaPR,0.689,0.69
Carmo da MataMG,0.689,0.68
Abadia dos DouradosMG,0.689,0.693
Terra de AreiaRS,0.689,0.699
São Gonçalo do ParáMG,0.689,0.682
Sertão SantanaRS,0.689,0.737
JaupaciGO,0.689,0.658
Jardim AlegrePR,0.689,0.696
Santo AfonsoMT,0.689,0.655
ComodoroMT,0.689,0.687
CamanducaiaMG,0.689,0.707
JequitibáMG,0.689,0.777
ManhuaçuMG,0.689,0.692
Ponte Alta do NorteSC,0.689,0.661
PradosMG,0.689,0.66
ButiáRS,0.689,0.691
Quatro IrmãosRS,0.689,0.695
RoladorRS,0.689,0.676
JaruRO,0.689,0.687
Itamarati de MinasMG,0.688,0.677
São José do CalçadoES,0.688,0.669
Nova FátimaPR,0.688,0.681
AquidauanaMS,0.688,0.69
Roque GonzalesRS,0.688,0.687
ItalvaRJ,0.688,0.692
CristianópolisGO,0.688,0.703
CampinorteGO,0.688,0.685
MangueirinhaPR,0.688,0.695
Porto BarreiroPR,0.688,0.676
Santa Cruz de GoiásGO,0.688,0.7
SarutaiáSP,0.688,0.679
Nova GuaritaMT,0.688,0.671
BiquinhasMG,0.688,0.684
Novo CabraisRS,0.688,0.697
TocantinsMG,0.688,0.682
RolanteRS,0.688,0.708
Álvaro de CarvalhoSP,0.688,0.669
VespasianoMG,0.688,0.677
Anita GaribaldiSC,0.688,0.667
Chapada dos GuimarãesMT,0.688,0.677
Dom CavatiMG,0.688,0.66
Monte BeloMG,0.688,0.677
Jundiaí do SulPR,0.688,0.66
Querência do NortePR,0.688,0.667
São Francisco de SalesMG,0.688,0.711
Vila RicaMT,0.688,0.709
GuareíSP,0.687,0.692
São Lourenço do SulRS,0.687,0.722
ParnaíbaPI,0.687,0.658
São JoaquimSC,0.687,0.705
Trindade do SulRS,0.687,0.675
PontalinaGO,0.687,0.71
Marques de SouzaRS,0.687,0.743
AbatiáPR,0.687,0.676
AceguáRS,0.687,0.703
AntoninaPR,0.687,0.686
AltairSP,0.687,0.698
AraguaianaMT,0.687,0.671
GuaraítaGO,0.687,0.637
AngelinaSC,0.687,0.699
CaldasMG,0.687,0.701
Wenceslau BrazPR,0.687,0.692
VarjãoGO,0.687,0.698
FaxinalPR,0.687,0.697
Salto do JacuíRS,0.687,0.693
BalsasMA,0.687,0.674
Dom ViçosoMG,0.687,0.617
Faria LemosMG,0.687,0.678
Buriti de GoiásGO,0.687,0.707
Santana do ItararéPR,0.687,0.654
PlanaltoRS,0.687,0.674
Santa LúciaPR,0.687,0.688
ArenópolisGO,0.687,0.674
Rio AzulPR,0.687,0.728
JataizinhoPR,0.687,0.669
HervalRS,0.687,0.73
Passa TempoMG,0.687,0.676
AcreúnaGO,0.686,0.71
Belo OrienteMG,0.686,0.655
Santo Antônio das MissõesRS,0.686,0.672
Dores de CamposMG,0.686,0.671
SidrolândiaMS,0.686,0.694
Bom SucessoPR,0.686,0.692
PimentaMG,0.686,0.697
JóiaRS,0.686,0.671
Ponte BrancaMT,0.686,0.684
Nova Canaã do NorteMT,0.686,0.692
Santa Maria da SerraSP,0.686,0.688
Serra AzulSP,0.686,0.697
Cabo de Santo AgostinhoPE,0.686,0.654
GuanhãesMG,0.686,0.683
MaracanaúCE,0.686,0.617
PanamáGO,0.686,0.688
Mundo NovoMS,0.686,0.707
Águas Lindas de GoiásGO,0.686,0.647
Leoberto LealSC,0.686,0.74
MorretesPR,0.686,0.71
VargeãoSC,0.686,0.708
VianaES,0.686,0.672
Campo do TenentePR,0.686,0.661
Córrego do OuroGO,0.686,0.696
Brejinho de NazaréTO,0.686,0.635
General CâmaraRS,0.686,0.704
IpuiúnaMG,0.686,0.723
Santana do ParaísoMG,0.685,0.663
São João D'AliançaGO,0.685,0.65
AranduSP,0.685,0.675
Rio PiracicabaMG,0.685,0.67
Porto dos GaúchosMT,0.685,0.703
Terezópolis de GoiásGO,0.685,0.655
Liberato SalzanoRS,0.685,0.68
Resende CostaMG,0.685,0.689
Teixeira de FreitasBA,0.685,0.683
CaldazinhaGO,0.685,0.669
Espírito Santo do DouradoMG,0.685,0.66
IbemaPR,0.685,0.664
Fazenda NovaGO,0.685,0.671
São Vicente do SulRS,0.685,0.698
Erval SecoRS,0.685,0.666
PiranguçuMG,0.685,0.666
São Francisco de PaulaRS,0.685,0.701
Colorado do OesteRO,0.685,0.676
Comendador Levy GasparianRJ,0.685,0.676
Conceição da Barra de MinasMG,0.685,0.668
Porto VitóriaPR,0.685,0.674
Elói MendesMG,0.685,0.688
Gramado dos LoureirosRS,0.685,0.662
Rochedo de MinasMG,0.684,0.663
ArealRJ,0.684,0.686
Catas AltasMG,0.684,0.665
BatayporãMS,0.684,0.702
PorteirãoGO,0.684,0.716
FronteiraMG,0.684,0.693
São José do BarreiroSP,0.684,0.666
Brasilândia do TocantinsTO,0.684,0.64
AimorésMG,0.684,0.685
PiraúbaMG,0.684,0.673
Miracema do TocantinsTO,0.684,0.675
Senador José BentoMG,0.684,0.663
Antônio Prado de MinasMG,0.684,0.674
Professor JamilGO,0.684,0.673
Novo GamaGO,0.684,0.664
ItaranaES,0.684,0.696
EldoradoMS,0.684,0.674
Mar de EspanhaMG,0.684,0.694
Ribeirão das NevesMG,0.684,0.658
Santa Cruz do XinguMT,0.684,0.704
MaçambaráRS,0.684,0.664
CunhaSP,0.684,0.672
Pilar de GoiásGO,0.684,0.654
VicentinópolisGO,0.684,0.707
Porto FrancoMA,0.684,0.664
AragoiâniaGO,0.684,0.683
Belford RoxoRJ,0.684,0.662
Honório SerpaPR,0.683,0.645
MozarlândiaGO,0.683,0.684
Quartel GeralMG,0.683,0.677
PaveramaRS,0.683,0.701
ProgressoRS,0.683,0.705
BonfinópolisGO,0.683,0.671
Restinga SecaRS,0.683,0.709
Campo do MeioMG,0.683,0.655
GuidovalMG,0.683,0.669
CareaçuMG,0.683,0.666
Divinópolis do TocantinsTO,0.683,0.667
Bom Jesus do AmparoMG,0.683,0.655
ToropiRS,0.683,0.68
GonçalvesMG,0.683,0.671
Rio ClaroRJ,0.683,0.7
ArceburgoMG,0.683,0.687
DeniseMT,0.683,0.672
Barra de São FranciscoES,0.683,0.673
TirosMG,0.683,0.703
ForquetinhaRS,0.683,0.743
Antônio CarlosMG,0.683,0.65
Santa IsabelGO,0.683,0.658
BarbalhaCE,0.683,0.613
São Pedro do IguaçuPR,0.683,0.687
Sete de SetembroRS,0.683,0.682
RessaquinhaMG,0.683,0.638
AlagoinhasBA,0.683,0.681
